Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,26000.000000,26000.000000,26000.000000,26000.000000,25170.507813,0
2019-01-02,26000.000000,26225.000000,26000.000000,26200.000000,25364.126953,7191200
2019-01-03,26000.000000,26100.000000,25575.000000,25900.000000,25073.699219,14471600
2019-01-04,25875.000000,26025.000000,25625.000000,26025.000000,25194.710938,10293000
2019-01-07,26325.000000,26625.000000,26225.000000,26225.000000,25388.330078,14687600
2019-01-08,26150.000000,26600.000000,26025.000000,26200.000000,25364.126953,13249500
2019-01-09,26500.000000,26600.000000,26125.000000,26275.000000,25436.736328,16974200
2019-01-10,26500.000000,26500.000000,25950.000000,26275.000000,25436.736328,22862900
2019-01-11,26400.000000,26500.000000,26175.000000,26250.000000,25412.531250,16965300
2019-01-14,26100.000000,26175.000000,25750.000000,26000.000000,25170.507813,17509500
2019-01-15,26150.000000,26300.000000,25950.000000,26300.000000,25460.937500,17552600
2019-01-16,26300.000000,26425.000000,26225.000000,26425.000000,25581.949219,18994500
2019-01-17,26450.000000,26650.000000,26425.000000,26650.000000,25799.769531,18330800
2019-01-18,26700.000000,27125.000000,26575.000000,27125.000000,26259.615234,20174700
2019-01-21,27125.000000,28000.000000,26950.000000,27725.000000,26840.474609,17423600
2019-01-22,28000.000000,28100.000000,27250.000000,28000.000000,27106.701172,18381400
2019-01-23,28000.000000,28000.000000,27375.000000,27500.000000,26622.652344,19702500
2019-01-24,27150.000000,27425.000000,26775.000000,27300.000000,26429.033203,21356200
2019-01-25,27000.000000,27600.000000,27000.000000,27500.000000,26622.652344,13788800
2019-01-28,27575.000000,27575.000000,27375.000000,27475.000000,26598.449219,13940800
2019-01-29,27225.000000,27750.000000,27200.000000,27700.000000,26816.269531,15535800
2019-01-30,27800.000000,27800.000000,27475.000000,27600.000000,26719.460938,15257000
2019-01-31,27600.000000,28200.000000,27600.000000,28175.000000,27276.117188,27180900
2019-02-01,28400.000000,28750.000000,27800.000000,28175.000000,27276.117188,11543900
2019-02-04,28175.000000,28175.000000,27500.000000,27500.000000,26622.652344,22769300
2019-02-05,27500.000000,27500.000000,27500.000000,27500.000000,26622.652344,0
2019-02-06,27500.000000,27700.000000,27475.000000,27675.000000,26792.068359,24399300
2019-02-07,27675.000000,27675.000000,27525.000000,27650.000000,26767.865234,12739500
2019-02-08,27650.000000,27675.000000,27500.000000,27600.000000,26719.460938,13053700
2019-02-11,27600.000000,27650.000000,27300.000000,27475.000000,26598.449219,7527800
2019-02-12,27650.000000,27650.000000,27250.000000,27300.000000,26429.033203,19176700
2019-02-13,27300.000000,27450.000000,27050.000000,27100.000000,26235.412109,20623100
2019-02-14,27025.000000,27025.000000,26900.000000,26900.000000,26041.794922,21747700
2019-02-15,26800.000000,27050.000000,26675.000000,26800.000000,25944.986328,16268000
2019-02-18,27050.000000,27500.000000,27050.000000,27400.000000,26525.843750,12598200
2019-02-19,27100.000000,27400.000000,26900.000000,26900.000000,26041.794922,12893800
2019-02-20,27250.000000,27975.000000,27200.000000,27500.000000,26622.652344,17916600
2019-02-21,27700.000000,27800.000000,27350.000000,27525.000000,26646.855469,10912300
2019-02-22,27375.000000,27625.000000,27300.000000,27450.000000,26574.248047,9654300
2019-02-25,27450.000000,27500.000000,27275.000000,27450.000000,26574.248047,9577400
2019-02-26,27500.000000,27775.000000,27475.000000,27775.000000,26888.880859,19689200
2019-02-27,27825.000000,27850.000000,27725.000000,27825.000000,26937.285156,15703900
2019-02-28,27850.000000,27900.000000,27550.000000,27575.000000,26695.259766,19873200
2019-03-01,27825.000000,28000.000000,27675.000000,27700.000000,26816.269531,14517900
2019-03-04,27600.000000,27700.000000,27575.000000,27675.000000,26792.068359,12782100
2019-03-05,27500.000000,27525.000000,27200.000000,27475.000000,26598.449219,9299900
2019-03-06,27775.000000,27775.000000,27450.000000,27450.000000,26574.248047,7555400
2019-03-07,27450.000000,27450.000000,27450.000000,27450.000000,26574.248047,0
2019-03-08,27725.000000,27850.000000,27200.000000,27200.000000,26332.222656,12225200
2019-03-11,27650.000000,27650.000000,27300.000000,27525.000000,26646.855469,6493800
2019-03-12,27700.000000,27700.000000,27250.000000,27500.000000,26622.652344,8035700
2019-03-13,27250.000000,27525.000000,27250.000000,27500.000000,26622.652344,3544400
2019-03-14,27250.000000,27475.000000,27250.000000,27400.000000,26525.843750,8219200
2019-03-15,27600.000000,27725.000000,27425.000000,27700.000000,26816.269531,8351900
2019-03-18,27775.000000,27800.000000,27675.000000,27750.000000,26864.675781,8558200
2019-03-19,27700.000000,27725.000000,27425.000000,27450.000000,26574.248047,10305400
2019-03-20,27700.000000,27775.000000,27325.000000,27350.000000,26477.439453,8477700
2019-03-21,27450.000000,27600.000000,27325.000000,27375.000000,26501.640625,7973200
2019-03-22,27325.000000,27500.000000,27325.000000,27425.000000,26550.044922,5920200
2019-03-25,27200.000000,27500.000000,27200.000000,27275.000000,26404.830078,4610900
2019-03-26,27400.000000,27550.000000,27275.000000,27350.000000,26477.439453,3979100
2019-03-27,27550.000000,27550.000000,27300.000000,27425.000000,26550.044922,3560900
2019-03-28,27300.000000,27425.000000,27125.000000,27350.000000,26477.439453,6437500
2019-03-29,27575.000000,27650.000000,27300.000000,27550.000000,26671.058594,7246800
2019-04-01,27750.000000,27750.000000,27400.000000,27500.000000,26622.652344,4357200
2019-04-02,27650.000000,27850.000000,27400.000000,27500.000000,26622.652344,7370600
2019-04-03,27500.000000,27500.000000,27500.000000,27500.000000,26622.652344,0
2019-04-04,27700.000000,27800.000000,27450.000000,27700.000000,26816.269531,9622400
2019-04-05,27800.000000,27800.000000,27625.000000,27650.000000,26767.865234,4382700
2019-04-08,27525.000000,27700.000000,27250.000000,27400.000000,26525.843750,7982000
2019-04-09,27675.000000,27750.000000,27575.000000,27675.000000,26792.068359,5889400
2019-04-10,27750.000000,27775.000000,27575.000000,27625.000000,26743.664063,3901700
2019-04-11,27800.000000,27800.000000,27400.000000,27400.000000,26525.843750,5071200
2019-04-12,27300.000000,27550.000000,27300.000000,27500.000000,26622.652344,3715400
2019-04-15,27800.000000,27850.000000,27450.000000,27525.000000,26646.855469,13630400
2019-04-16,27475.000000,27525.000000,27375.000000,27475.000000,26598.449219,14203400
2019-04-17,27475.000000,27475.000000,27475.000000,27475.000000,26598.449219,0
2019-04-18,28000.000000,29025.000000,27900.000000,28125.000000,27227.712891,25866500
2019-04-19,28125.000000,28125.000000,28125.000000,28125.000000,27227.712891,0
2019-04-22,28125.000000,28400.000000,27925.000000,28125.000000,27227.712891,12567500
2019-04-23,28400.000000,28550.000000,27975.000000,28150.000000,27251.916016,9730800
2019-04-24,28200.000000,28200.000000,28000.000000,28150.000000,27501.035156,9395000
2019-04-25,27675.000000,28100.000000,27625.000000,27975.000000,27330.068359,12296500
2019-04-26,27925.000000,28225.000000,27850.000000,28100.000000,27452.187500,13240900
2019-04-29,28050.000000,28475.000000,27975.000000,28425.000000,27769.697266,13096100
2019-04-30,28350.000000,28800.000000,28350.000000,28750.000000,28087.203125,21521500
2019-05-01,28750.000000,28750.000000,28750.000000,28750.000000,28087.203125,0
2019-05-02,29000.000000,29050.000000,28375.000000,28425.000000,27769.697266,16175900
2019-05-03,28400.000000,28750.000000,28075.000000,28375.000000,27720.847656,11648900
2019-05-06,28000.000000,28300.000000,27975.000000,28100.000000,27452.187500,7329900
2019-05-07,28375.000000,28550.000000,28250.000000,28300.000000,27647.576172,11835400
2019-05-08,28000.000000,28500.000000,27975.000000,28500.000000,27842.966797,11812400
2019-05-09,28500.000000,28500.000000,28125.000000,28150.000000,27501.035156,25327300
2019-05-10,28050.000000,28400.000000,28000.000000,28050.000000,27403.341797,15226100
2019-05-13,28400.000000,28475.000000,28000.000000,28050.000000,27403.341797,12744100
2019-05-14,27800.000000,28150.000000,27475.000000,27475.000000,26841.597656,22960100
2019-05-15,27775.000000,27775.000000,27225.000000,27300.000000,26670.630859,14413000
2019-05-16,27300.000000,27400.000000,26400.000000,26400.000000,25791.378906,17587800
2019-05-17,26400.000000,26550.000000,25900.000000,25900.000000,25302.906250,14841400
2019-05-20,25900.000000,26950.000000,25700.000000,26900.000000,26279.853516,10952900
2019-05-21,27350.000000,27475.000000,27000.000000,27300.000000,26670.630859,19474200
2019-05-22,27650.000000,27650.000000,27000.000000,27300.000000,26670.630859,7703800
2019-05-23,27200.000000,28025.000000,26700.000000,28025.000000,27378.917969,10985200
2019-05-24,28050.000000,28150.000000,28025.000000,28050.000000,27403.341797,7480400
2019-05-27,27675.000000,28500.000000,27650.000000,28425.000000,27769.697266,13712800
2019-05-28,28275.000000,28850.000000,28275.000000,28675.000000,28013.933594,41984600
2019-05-29,29000.000000,29475.000000,28650.000000,28700.000000,28038.355469,26608900
2019-05-30,28700.000000,28700.000000,28700.000000,28700.000000,28038.355469,0
2019-05-31,28700.000000,29350.000000,28675.000000,29100.000000,28429.134766,19375000
2019-06-03,29100.000000,29100.000000,29100.000000,29100.000000,28429.134766,0
2019-06-04,29100.000000,29100.000000,29100.000000,29100.000000,28429.134766,0
2019-06-05,29100.000000,29100.000000,29100.000000,29100.000000,28429.134766,0
2019-06-06,29100.000000,29100.000000,29100.000000,29100.000000,28429.134766,0
2019-06-07,29100.000000,29100.000000,29100.000000,29100.000000,28429.134766,0
2019-06-10,30000.000000,30950.000000,29050.000000,29400.000000,28722.218750,35847600
2019-06-11,29500.000000,29800.000000,29225.000000,29550.000000,28868.761719,14580200
2019-06-12,29200.000000,29500.000000,29100.000000,29225.000000,28551.251953,13851100
2019-06-13,29425.000000,29425.000000,28950.000000,29025.000000,28355.863281,15760500
2019-06-14,29225.000000,29225.000000,28950.000000,29000.000000,28331.439453,11444100
2019-06-17,29050.000000,29200.000000,28950.000000,28975.000000,28307.015625,16724800
2019-06-18,28975.000000,29500.000000,28975.000000,29500.000000,28819.912109,15757600
2019-06-19,null,null,null,null,null,null
2019-06-20,29500.000000,29700.000000,29025.000000,29550.000000,28868.761719,11900900
2019-06-21,29550.000000,29675.000000,29200.000000,29400.000000,28722.218750,28829800
2019-06-24,29475.000000,29500.000000,29325.000000,29375.000000,28697.794922,6016800
2019-06-25,29650.000000,29800.000000,29375.000000,29550.000000,28868.761719,8112300
2019-06-26,29700.000000,29700.000000,29300.000000,29325.000000,28648.947266,11866900
2019-06-27,29250.000000,29675.000000,29025.000000,29675.000000,28990.880859,15505000
2019-06-28,29900.000000,29975.000000,29800.000000,29975.000000,29283.962891,16183800
2019-07-01,29975.000000,30125.000000,29825.000000,29950.000000,29259.537109,11322500
2019-07-02,29950.000000,30000.000000,29750.000000,30000.000000,29308.386719,9712700
2019-07-03,29750.000000,30000.000000,29700.000000,30000.000000,29308.386719,8728000
2019-07-04,30000.000000,30050.000000,29825.000000,29950.000000,29259.537109,5644900
2019-07-05,30100.000000,30100.000000,29850.000000,29850.000000,29161.843750,6544500
2019-07-08,29675.000000,29800.000000,29325.000000,29400.000000,28722.218750,7672200
2019-07-09,29350.000000,30000.000000,29350.000000,30000.000000,29308.386719,9548100
2019-07-10,30000.000000,30200.000000,29975.000000,30000.000000,29308.386719,10436700
2019-07-11,30100.000000,30125.000000,29900.000000,30125.000000,29430.505859,6855900
2019-07-12,30000.000000,30150.000000,29975.000000,30050.000000,29357.232422,5967600
2019-07-15,30300.000000,30575.000000,30175.000000,30525.000000,29821.283203,12290700
