Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,10450.000000,10450.000000,10450.000000,10450.000000,10070.743164,0
2019-01-02,10500.000000,10550.000000,10200.000000,10400.000000,10022.557617,1844700
2019-01-03,10525.000000,10675.000000,10450.000000,10575.000000,10191.206055,3283000
2019-01-04,10575.000000,10600.000000,10500.000000,10600.000000,10215.299805,3964600
2019-01-07,10700.000000,10775.000000,10225.000000,10350.000000,9974.372070,5581500
2019-01-08,10350.000000,10350.000000,10050.000000,10175.000000,9805.723633,10049900
2019-01-09,10300.000000,10300.000000,10200.000000,10250.000000,9878.001953,2295000
2019-01-10,10250.000000,10300.000000,10075.000000,10150.000000,9781.630859,6857000
2019-01-11,10275.000000,10300.000000,10050.000000,10150.000000,9781.630859,5601300
2019-01-14,10100.000000,10175.000000,9925.000000,10000.000000,9637.074219,6259600
2019-01-15,10000.000000,10100.000000,9925.000000,10100.000000,9733.445313,5476000
2019-01-16,10150.000000,10250.000000,9975.000000,10025.000000,9661.167969,7694600
2019-01-17,10025.000000,10175.000000,9975.000000,10000.000000,9637.074219,4156500
2019-01-18,10125.000000,10150.000000,10075.000000,10150.000000,9781.630859,13240200
2019-01-21,10200.000000,10300.000000,10200.000000,10200.000000,9829.816406,6783200
2019-01-22,10250.000000,10475.000000,10225.000000,10450.000000,10070.743164,7422200
2019-01-23,10550.000000,10550.000000,10450.000000,10475.000000,10094.835938,6877100
2019-01-24,10525.000000,10875.000000,10525.000000,10850.000000,10456.225586,14756500
2019-01-25,10950.000000,10950.000000,10625.000000,10750.000000,10359.854492,5926300
2019-01-28,10800.000000,10800.000000,10550.000000,10750.000000,10359.854492,9435600
2019-01-29,10800.000000,10800.000000,10675.000000,10725.000000,10335.762695,3958700
2019-01-30,10725.000000,10800.000000,10725.000000,10775.000000,10383.948242,4598500
2019-01-31,10825.000000,10825.000000,10700.000000,10775.000000,10383.948242,11009300
2019-02-01,10900.000000,10900.000000,10550.000000,10750.000000,10359.854492,2471600
2019-02-04,10650.000000,10800.000000,10575.000000,10650.000000,10263.485352,4469100
2019-02-05,10650.000000,10650.000000,10650.000000,10650.000000,10263.485352,0
2019-02-06,10600.000000,10700.000000,10575.000000,10600.000000,10215.299805,7406500
2019-02-07,10650.000000,10650.000000,10375.000000,10525.000000,10143.020508,3523400
2019-02-08,10600.000000,10725.000000,10450.000000,10600.000000,10215.299805,5670000
2019-02-11,10600.000000,10600.000000,10450.000000,10500.000000,10118.928711,4834800
2019-02-12,10500.000000,10600.000000,10450.000000,10450.000000,10070.743164,5405200
2019-02-13,10450.000000,10700.000000,10425.000000,10425.000000,10046.650391,3454900
2019-02-14,10425.000000,10525.000000,10425.000000,10500.000000,10118.928711,4307200
2019-02-15,10450.000000,10600.000000,10300.000000,10425.000000,10046.650391,3255100
2019-02-18,10525.000000,10600.000000,10425.000000,10550.000000,10167.114258,5625800
2019-02-19,10550.000000,10575.000000,10475.000000,10475.000000,10094.835938,3472600
2019-02-20,10500.000000,10525.000000,10350.000000,10500.000000,10118.928711,6394400
2019-02-21,10400.000000,10550.000000,10325.000000,10475.000000,10094.835938,15449600
2019-02-22,10400.000000,10400.000000,10300.000000,10400.000000,10022.557617,8520200
2019-02-25,10450.000000,10450.000000,10200.000000,10250.000000,9878.001953,5233500
2019-02-26,10250.000000,10400.000000,10200.000000,10400.000000,10022.557617,5769300
2019-02-27,10400.000000,10500.000000,10350.000000,10425.000000,10046.650391,4188700
2019-02-28,10400.000000,10425.000000,10225.000000,10225.000000,9853.909180,5742300
2019-03-01,10375.000000,10375.000000,10175.000000,10300.000000,9926.186523,5823400
2019-03-04,10400.000000,10450.000000,10275.000000,10350.000000,9974.372070,1743000
2019-03-05,10350.000000,10375.000000,10200.000000,10275.000000,9902.094727,1656800
2019-03-06,10275.000000,10325.000000,10175.000000,10250.000000,9878.001953,2877200
2019-03-07,10250.000000,10250.000000,10250.000000,10250.000000,9878.001953,0
2019-03-08,10400.000000,10400.000000,10175.000000,10250.000000,9878.001953,1951100
2019-03-11,10275.000000,10350.000000,10200.000000,10300.000000,9926.186523,882300
2019-03-12,10300.000000,10325.000000,10200.000000,10225.000000,9853.909180,2133600
2019-03-13,10250.000000,10375.000000,10250.000000,10350.000000,9974.372070,2021700
2019-03-14,10350.000000,10425.000000,10350.000000,10375.000000,9998.464844,3788300
2019-03-15,10450.000000,10500.000000,10375.000000,10425.000000,10046.650391,4923600
2019-03-18,10325.000000,10425.000000,10325.000000,10375.000000,9998.464844,2640000
2019-03-19,10425.000000,10450.000000,10300.000000,10300.000000,9926.186523,1519700
2019-03-20,10400.000000,10400.000000,10300.000000,10375.000000,9998.464844,2728000
2019-03-21,10450.000000,10450.000000,10275.000000,10375.000000,9998.464844,1341800
2019-03-22,10450.000000,10450.000000,10300.000000,10325.000000,9950.279297,1489800
2019-03-25,10300.000000,10300.000000,9250.000000,9400.000000,9058.849609,23557600
2019-03-26,9500.000000,9700.000000,9475.000000,9575.000000,9227.499023,8418700
2019-03-27,9550.000000,9600.000000,8950.000000,9150.000000,8817.922852,19033200
2019-03-28,9175.000000,9325.000000,9050.000000,9275.000000,8938.386719,9427300
